kristal_id,asset_id
2648,28748
23876,1298629
10367,134001
2880,1269016
22987,1298190
14666,1294031
16431,1296086
6539,1251903
3279,26612
14627,103415
16519,1296217
16077,1295667
13371,28332
21599,1297314
13432,79634
13856,1290956
15619,1294992
3503,30359
22655,1297929
13391,82358
23942,1298672
14705,976932
14911,1294279
22402,1297168
13411,1203547
17210,1296417
2198,472754
13808,1290849
22227,1297650
2129,231039
2444,4973
22292,27350
16111,1295680
6543,27461
15165,1294514
13375,1290183
13542,1290527
12381,1288769
13445,1290333
22127,1297605
5022,1232201
14600,1293964
13594,1290586
1927,5175
17046,1296397
13431,83845
13609,1289981
13473,1226155
2127,231038
13598,1290591
15360,1294724
15187,1294545
16501,1296162
14404,1293786
13372,27924
13610,1290603
16484,1296145
16147,1295717
24371,1298972
13588,1290581
2443,1163075
14110,1293460
14152,1293503
13717,1290790
3065,26245
18662,1296594
13444,81015
13545,1290529
13387,1290203
20247,1296945
14159,1293522
15054,1294407
14553,1293938
2681,1264584
16310,1295933
24376,1298977
16404,1296049
3220,5248
13328,1290073
13611,1290604
13832,1290929
14598,251936
14037,1293378
15189,184630
15582,470477
15330,1294685
24340,1298971
13835,1290932
3351,1275822
2964,1269880
13612,130987
21140,4534
14984,28078
20939,1297135
13815,1290906
3173,135128
14972,1294333
23712,1298557
22659,1298009
13613,821300
16211,134085
14999,1294358
14333,1293703
21170,235976
14633,1293990
16650,1296361
7661,1283852
13209,1289713
13614,1290619
13312,207789
13602,1290595
14694,1294074
5025,244491
20972,1297149
14855,1294221
22403,1297167
18398,1296549
13617,214624
15439,1294799
15279,1294638
2994,1081481
3044,26346
15981,262061
13596,1290589
9905,1285964
3288,3831
15035,1226572
13618,217302
21534,1208054
14700,1294080
2850,1268434
13419,29026
15324,1275496
13619,80028
15065,1294417
15275,1294636
14913,1294282
13814,1290905
15149,1294499
14796,1294163
21996,1297557
15067,1294419
21401,132375
20973,1297150
13883,1291001
7793,237002
12972,133616
14416,1293804
14130,224907
13331,1290079
13108,27954
15585,185122
14770,1294143
16612,27270
13805,1290846
3004,3928
13766,1290820
13418,1290273
14771,1294144
21402,1297237
21567,1297313
13112,685491
13229,1289747
13624,4108
15395,1294753
13491,215239
25044,1299873
13541,1290526
13804,1290845
3398,23715
21731,1297346
21633,1297315
16343,1295980
13806,1290847
15209,247474
2749,1246916
21765,470588
13623,1290627
13485,1290411
24770,1299398
13632,1290662
15206,1294561
21831,133958
13502,1290442
2820,4283
13807,1290848
14604,1293967
2217,227752
13626,4978
9344,230543
25035,1299863
13054,1289507
13631,1290649
13066,732112
5417,1281509
25039,1299867
15809,1295165
25040,1299868
3162,4972
4531,1280329
13503,1290443
25066,1299894
13694,1290769
13625,26586
2235,26481
5747,26661
25069,1299898
2666,474118
25097,1299990
13665,1290690
25131,1300081
12953,1289343
14447,1209604
2697,1264997
13409,924986
15984,1295530
2669,27244
21071,1297165
2864,1227815
2958,1269874
24537,1299158
3080,4571
12416,1288807
24538,1299159
22424,1297769
15997,1295531
16347,1295982
2105,1211250
22160,27871
13474,1290380
13663,28275
22723,1298055
2826,1213996
16350,1295985
16309,1295932
2199,1086003
15998,1295543
13499,1290439
2870,1268750
13627,26584
13430,81083
13148,1289651
2043,4476
14316,114776
8882,1284776
14118,1293467
14520,1293912
16113,1295682
11854,1288078
2291,1239687
13603,1290596
15288,969616
16000,381141
24541,1299162
14512,1293904
14119,1293468
24542,1299163
3375,135609
13595,1290587
2042,4472
5419,1281511
15289,1294650
13480,1290397
4427,1279893
13646,122323
24544,1299165
8915,1284809
16311,1295934
16552,27837
17837,1296487
16001,1295544
14662,28035
12921,1289282
13483,90489
13667,876134
21038,1297152
22622,25946
16312,1295935
3693,27908
14759,1294129
12924,1289285
16002,80405
12954,1289348
13374,27023
3131,133033
14514,1293906
2995,4070
15294,1232283
13666,1289557
12351,1288738
21863,1297478
6054,228261
14646,1294009
3077,26257
14515,1293907
12912,1289270
14525,1293917
2366,26414
17342,1296437
15323,76530
3457,1276543
22820,1298098
13011,1289433
14840,1294209
17904,27530
16215,184414
13651,1290692
16008,1295548
13497,1290438
13044,1289466
13839,1290936
2221,186369
2597,149418
13253,1289775
16009,1295550
13838,1290935
12516,27802
25041,1299869
5880,28220
14518,1293910
3417,27975
16010,1295551
15190,1294547
3041,28579
13434,1290312
16455,1296121
22853,1298100
14528,1293919
14265,1293656
15346,1294703
13115,1289607
2320,1241568
13823,1290912
14861,1294229
13628,1290639
5946,28639
15587,1294976
24834,1299594
15137,1294486
15352,1294713
23150,130955
2035,4635
13481,1290401
18366,1296548
16419,1296072
3165,1289626
13827,1290917
14886,132577
3047,27502
15125,1294474
15136,1294485
13016,28842
13664,24702
17018,1296395
13972,1293325
14579,77135
24668,1299288
3219,4538
24801,1299561
11984,135339
13501,1290441
14824,1294186
14826,1294187
13671,1290715
6081,114777
14543,1293928
16544,1296266
16050,1295607
7925,116255
24833,1299593
13351,258146
15267,1294626
13868,24284
13687,1290758
15986,1295533
14298,1293683
15030,1294379
7926,116256
15064,1294416
13998,1293350
13669,1287380
13686,1290757
2356,5190
16018,131726
13689,1290760
15962,1295509
12348,5225
14427,1293813
13672,226241
14431,1293818
14432,1293819
5023,25051
4328,1279892
13696,115073
13510,1290454
22401,1297169
14430,1293817
22404,1297166
5948,23723
22920,1298141
13708,1211339
2859,26979
24806,1299565
22624,28228
13475,4315
14121,1293470
15414,130937
14122,1293471
14484,1293869
13701,29092
13783,27207
12779,1289167
16566,1296288
13450,1290348
24866,1299646
15355,1294719
15497,1088559
15356,1294720
14766,1294138
3215,4224
14762,1294132
2170,133982
15586,1294975
13712,185016
2660,27895
24140,1298734
15053,1294406
13482,90714
2653,28056
14995,1294354
13057,1225614
16019,27337
13515,1290471
20807,5261
18930,1296644
3206,225184
2819,474162
13726,25267
15001,1294361
15999,381139
15481,1294845
5979,29121
13599,1290592
15972,227030
13443,216440
24967,1299727
2830,997912
14958,1294315
13189,1273617
15138,1294487
14757,1294128
3003,5188
13697,131628
16020,1295563
14112,1293461
12518,114719
14114,1293463
15490,27228
15977,1295525
2887,1269174
14113,1293462
3114,1248351
13505,79657
16332,1295965
12955,241706
16021,474059
14937,1294299
13699,1290752
12052,1288377
2874,227133
2740,1264399
2873,28465
15979,1295528
13711,228262
14751,1294123
6143,1282301
14816,1294178
15996,1295542
12486,29027
13484,1290410
16383,1296008
13577,1290562
20413,1296993
13688,1290759
14494,1293881
13223,1289738
16137,1295704
12520,224375
14495,1293882
13719,1290791
13498,36937
22558,1297852
12524,3911
15493,115386
14977,1294338
15161,
14981,1294341
7991,133837
14978,1294339
15653,1295029
3266,4943
13727,132567
14393,1293777
2846,133846
24107,1298733
14000,1293352
2680,1264585
15492,261864
2612,25174
16017,1295562
14003,1293355
13713,1290789
2836,4162
24379,1298980
12053,1288378
13772,1222025
15338,1294693
7430,28168
14040,1293353
16053,183850
13698,179861
13655,1290697
16054,24855
13715,27549
16392,1296022
14042,1293386
16055,1287369
2704,26559
14007,1293359
14004,1293356
15581,1057365
14006,1293358
14390,1293775
5945,26655
3036,4788
17378,1296441
14856,1294226
7001,132154
14402,1293782
15583,1294973
14702,1294082
14993,1294353
15655,1295031
12413,24388
2128,231037
16056,1295612
13140,24320
3333,1275558
3171,135330
14997,1294356
12545,116217
16058,1295609
2449,4841
13817,1290908
14679,1294039
12521,4098
3035,1271470
13496,1290437
2197,4296
16059,1295613
12547,4636
15340,237681
14711,1294089
14713,1294091
14687,1294053
16117,1295685
15597,1294986
16313,1295936
1937,4083
16121,184635
15038,1294392
14123,1293478
12948,1289338
16109,1295678
13936,1293276
15017,27981
16136,1295707
13938,1293278
12919,5030
16608,1296336
15219,1294578
15167,1294516
14720,1294099
16138,134305
13939,1293279
6542,135161
16272,236978
16143,1295710
2365,134338
16112,1295681
15169,1294518
2842,997536
15590,1149600
4396,1279083
16410,1033339
14126,1293479
3404,1267030
24513,1299134
15591,1294978
15334,1294689
15057,1294412
15166,1294515
14605,1293968
16161,26716
14127,1293482
2756,1266098
3678,1223772
14168,133488
15255,1294614
15384,1294743
4395,135518
13321,1290062
16342,225450
16145,1033364
22986,1298189
6546,135500
15253,1294612
14360,1293740
23154,1298099
16345,131712
16153,23728
2448,5043
14380,1293759
14745,1294117
14318,28727
15254,1294613
3374,135157
13718,237611
3298,1275240
13197,4323
13013,133919
16152,1295725
23120,1298235
14238,1293632
13884,1291009
14358,1293736
15129,1294479
3434,1246625
15808,1295164
15353,1294717
15009,1294374
15594,185311
13829,1290919
18928,1296642
15354,1294718
16444,1296104
7829,27967
14807,1294172
14496,1293883
7892,116252
14382,1293761
13830,1290920
14768,1294140
12581,1288994
3302,1275311
13742,1290819
13130,1289638
14851,255893
14141,1293493
16221,1295814
7760,131471
15848,1295205
14499,1293873
20544,1297026
6737,1283027
14699,1294079
14328,28246
14629,1293988
15790,1295148
14151,1293502
2868,1268749
14150,1293501
14235,1293592
2374,133916
16011,1295552
14502,1293885
16248,1295853
14153,1293507
14787,133894
16251,82268
13850,1290947
13903,1291030
14504,1293887
3525,1277138
13591,1290583
3363,1209808
17013,1296390
15286,1223109
3372,135453
14449,1291389
14537,93005
16253,90372
13015,1241527
21797,1297403
13601,1290594
3620,1277528
3998,1279331
3373,135651
15013,24205
13604,1290597
12513,1205292
24604,1299279
14734,264589
13641,1290674
14707,149156
14134,1293488
13851,1290957
14296,253187
13852,1290958
14804,1294169
15109,76578
10169,1286657
15879,1295424
7859,116251
2853,1268563
3060,24826
14259,1293648
14906,1294274
14728,1294105
14585,5143
14440,1293834
7831,237554
2783,1267189
14924,5250
14941,115356
21665,1297344
7134,1283358
14909,1294277
14900,1294266
14536,1293925
3695,1278325
14903,1294269
14320,27192
3622,1277627
14815,80413
13995,1293347
3692,1278299
14355,83235
15135,1294484
13047,1289484
14339,1293724
3668,1278264
14164,1293527
24239,1298891
14588,1293956
16613,1296341
14630,78764
14503,1293886
24569,1299227
16578,4566
18929,1296643
14753,1294125
12965,1289366
14729,1294100
14634,26571
23744,1298559
7727,28884
17705,1296475
15133,1294482
16022,24561
14204,1293567
20808,1297106
24074,1298732
15150,1294500
14577,1293949
3510,1277107
7002,1209100
4889,1280882
16023,474101
13771,1290826
3369,26241
14340,1293726
13421,1290280
2672,27883
14255,73923
3500,1276932
14417,1293805
12967,629023
3308,1275319
15270,113992
12918,1289276
3529,1277151
14412,1293798
24605,1299280
16116,1295684
14568,1293945
3501,1276935
13060,25167
15272,1294630
14411,1293797
14215,1293558
2426,1241236
13041,1289464
14818,1294180
14805,1294170
14479,1293865
12382,1226572
14530,1293921
14983,1294343
16538,1296260
14808,1294173
2670,27757
24607,1299282
16540,1296262
15023,28700
22395,1297721
24635,1299283
15391,1294749
16192,1295777
15385,133602
19916,1296904
14602,1293950
15350,1294711
15208,22960
14854,1294220
17277,224176
13518,1290474
14315,114918
12482,28725
4922,1280915
15022,28599
13517,1290473
13114,1289598
14434,5134
14617,67632
14654,1294017
13120,1289619
12532,1288946
14547,90431
3672,1278267
14811,1294175
5947,24862
15326,1294681
2101,240949
14735,264670
23153,228263
14706,1294084
16024,1295564
15162,133955
13202,1289701
20280,1296960
3399,25022
14660,27603
13335,1290085
23546,1296165
16048,1295605
12314,1288639
7232,115292
13695,1290770
14737,263610
14860,1294228
14725,257092
13740,1290817
14258,256994
2431,4168
16254,80403
3464,1276554
13055,1289527
13733,1290807
20510,27681
15593,1294979
13810,1290851
3040,4452
16255,1295863
17177,1296416
18795,1296603
13722,1290802
13630,1290650
15344,1294701
16012,1295553
14554,1293939
13213,1289717
16209,1295802
14545,79857
16256,1295864
2347,5126
3626,1277694
3412,1276216
8981,1284842
16259,1295867
13333,1290081
13693,1290768
3225,4439
14549,91142
3310,1275321
5091,1281117
18960,1287375
15185,26883
4997,1280968
15411,1294772
16260,176452
12490,1288912
5186,1281245
14240,63385
13376,1290184
14810,77162
12546,1288971
13214,1289720
24175,1298763
16261,133806
5714,1281971
2211,1225457
14443,1208519
16219,1295811
15063,26589
16076,1295666
2220,186249
3570,1277318
16262,1295898
8684,1246119
14580,1293951
16273,1295908
16224,1295816
14608,1293970
16234,1293948
15025,1294373
14587,1293960
13865,4492
13423,1290282
2453,224053
13425,1290284
13427,1290295
19223,1296748
16263,1295899
16218,1295810
16266,1295902
14450,27962
13359,1290133
14655,1294018
13428,1290296
19422,4995
14819,1294181
13025,1289453
19487,26357
20609,1297034
16264,1295900
2659,1263554
14908,1294276
16481,261774
13429,1290304
16242,1295843
13129,1289637
14621,1293982
16265,1295901
13318,1290057
16268,1295903
12487,1288909
13590,1290582
16505,1296174
14747,1294119
16270,1295905
3350,1275821
13470,1290372
16521,1296225
13468,1290369
7332,1283588
14465,27136
16269,1295904
15021,28466
14748,1294120
16276,1245497
2863,1268723
14356,257000
3800,1278928
2789,1267200
3316,1275448
14624,1293985
3331,1275555
14721,51571
13212,1289716
14610,28187
2253,1224589
14437,1293823
2956,1269750
16546,5013
13994,1293346
16547,5012
23810,1298590
14470,1293854
14154,1293508
19553,1296835
16316,1295944
20743,1297074
15362,36907
14830,1294192
19619,1233126
14653,1294016
24207,1298819
10797,1287325
2560,1263198
19817,1296883
16324,25044
2690,1264366
19949,1234506
15130,1294480
13996,1293348
21832,1240453
13997,1293349
20015,1296922
14835,26550
16323,184379
10631,1287086
2724,1264385
14595,27753
2736,1264395
14117,213804
2752,1264404
14596,1293962
16412,1222262
13592,1290584
2764,1266103
16341,1246984
14663,1294028
14813,1294177
2765,1266104
14305,1293693
11720,1287845
14120,1293469
20048,113454
16328,1295959
14614,26487
14471,1293855
2786,1267199
2788,1267202
11953,1288255
20610,30031
12446,1288868
10829,1287389
10994,970492
14761,1294131
11689,1287814
21896,1297480
11855,1288079
13319,1290058
20180,208132
16554,24288
13600,1290593
16560,24446
12051,1288376
14467,27764
3200,1274546
12050,1288373
3292,1275234
22061,185542
16346,207141
15259,1294618
2636,1263794
14551,5196
12083,1288406
15747,28407
3294,1275236
14750,1294122
15781,1295140
14760,1294130
14285,25811
20478,1211362
15199,1251162
14155,1293509
20742,1297073
12548,1288972
3295,1275237
16374,1296002
16232,1295831
20749,1297024
12612,1288996
14391,1293776
13150,1289659
3297,1275239
21141,1297186
12644,1289039
15252,1294611
21143,27396
14975,1294336
16375,1186124
14688,225295
3478,1276730
3486,1276782
14399,228272
12790,1289185
16376,236888
16390,1296020
16398,1296042
16271,1295907
14594,1293959
3611,1277488
15016,27607
16397,1296041
15121,1294469
15327,1294682
16569,5155
13118,1289617
16570,27091
14024,1293376
12911,1289269
20873,160234
3671,1278266
21142,26097
3670,1278265
15115,1294464
21171,1297187
3735,1278474
12791,1289180
17575,237291
3149,1273800
3190,1274531
3192,1274533
21237,27021
3193,1274534
16399,1296043
5190,1281249
14672,27987
13014,133849
3196,1274537
21632,24439
3736,1278475
15332,1294687
16400,1296044
3194,1274535
16715,263234
4263,1279828
14601,27247
16406,894372
13593,1290585
15191,184576
13951,1241234
16413,1222263
15812,1295171
4532,1280330
16426,1296081
15019,28226
14321,1292955
15008,1294368
13629,1290647
24373,1298974
13358,1290132
4626,1280421
4694,1280481
13802,28555
14918,1291082
15171,1294520
16425,131565
14675,27853
16421,26645
24338,1298968
14510,1293896
15087,1294430
16415,472296
14486,1293871
4725,1280657
14345,254121
4790,1280816
3158,1274137
14616,1293979
15131,208132
16420,1296073
13017,27807
16451,26105
14623,1293984
13634,1290664
16433,1296093
15347,1294694
15024,28731
16434,228256
14516,1293908
9311,4982
16435,27691
14301,1293685
14857,80055
16244,1295854
16440,134519
13332,1290080
15211,242464
16439,1296098
22886,132302
14578,38505
13741,1290818
24503,1299124
3195,1274536
24508,1299129
15291,970408
6605,1282862
14756,1294127
16443,207497
13878,1290979
7100,1283324
15148,1294498
14169,1293537
14524,1293914
22556,1297651
15066,1294418
13811,1290902
16454,1285331
7432,1283687
22623,25482
13392,1290216
9971,28214
13393,1290160
22625,25081
12613,1289001
16476,1296135
23051,4733
14584,1293955
16477,62621
16815,1296381
24572,1299230
13388,1290204
2655,1263549
14635,225616
8618,1284578
16478,37152
8619,1284579
22658,1297943
16005,1295547
14822,1294184
16007,1295549
15127,1294476
14611,1293971
10895,1287416
15292,1294654
22626,27991
5187,1281246
16325,1295953
2716,1264378
14670,27945
15293,1294655
16479,75716
14581,1293952
16482,25318
11687,1287812
15010,1294375
13019,1289439
2204,1223970
13621,1290629
3646,1277866
23119,134293
14195,1293559
3524,1277139
23084,1296479
3296,1275238
14648,1294012
16483,24500
13424,1290283
24734,1299385
2869,1268401
14541,25025
3305,1275316
16489,27687
15103,1294453
23118,178859
15317,1294653
16491,1296152
2657,1263552
14606,1293969
10897,1287418
3527,1277149
14916,207507
15062,1294415
16172,1295753
15397,1294755
14704,919194
16216,1295808
14690,1294063
16252,1295862
2656,1263551
14898,74875
14869,1294239
23151,110985
14674,25218
3523,1277140
11126,1287680
12958,1289349
14612,1293972
15090,1294432
14806,1294171
15055,1294408
2747,1264402
14962,1294317
15331,1294686
14961,1294318
14680,1294040
13211,1289715
14709,1294077
13128,1289635
10928,1287482
3698,1278330
15032,1294381
14775,1294149
2317,1244852
12528,1288943
23282,1298320
2626,1262609
15036,1294390
14636,1293992
14619,1293980
14408,1293794
7433,1283688
14708,1294085
23349,130963
10896,1287417
3017,1271154
2682,1264586
13426,1290285
2988,1270394
4528,1280326
23979,1298562
5418,1281510
3773,1278657
9080,1284908
15132,1294481
11690,1287815
15168,1294517
12710,1289042
19950,3969
13635,1290665
18893,1296639
11694,1287828
3324,1275505
14791,1294158
12680,1289059
3318,1275495
5092,1281118
23348,262731
23843,1219158
11292,1287746
14413,1293799
3411,1276195
24381,1298982
3899,1279104
14144,1293496
22789,1298094
2971,1270123
3526,1277148
22790,1298095
24372,1298973
21138,1297184
5450,1281575
2229,1226040
14513,1293905
24375,1298976
3394,1276061
14940,1294304
24374,1298975
22791,1298096
3306,1275317
3015,1271130
13007,1289429
24438,1298996
2205,1224590
22793,1298097
24440,1298998
3438,1276378
24639,1299287
5192,1281251
15202,1294557
3124,1273552
15000,1294359
24507,1299128
2110,1211449
24506,1299125
2775,1266113
3139,1271166
21137,1297183
13812,1290903
16520,1296218
16131,1295699
24509,1299130
24602,1299277
2428,1251953
24512,1299132
16125,1295693
24510,1299131
22193,1297648
19289,1296781
19290,1296782
22754,1298057
16249,1295860
14844,89656
3498,1276936
16148,1295718
15351,1294712
24606,1299281
5252,1281278
15271,1294629
21764,1297376
15170,1294519
24702,1299337
14234,1293626
13902,1291020
14738,1294110
13048,1289465
16214,1295806
18266,1296539
13813,1290904
15811,480217
15515,1294875
14526,1293918
15390,1294748
13638,1290670
15383,1294742
15518,1294878
14701,1294081
15699,1295058
14460,1293848
14642,1293727
13691,1290766
16114,1295683
16182,1295768
14115,1293464
15499,1294858
3293,1275235
16062,1295615
3326,1275507
13657,1290702
3528,1277150
3444,1275506
16159,1295734
8717,1284611
11885,1288208
15039,1276217
16160,1295735
16393,1296028
16217,1295809
16230,1295821
14652,1294015
16233,1295832
16847,1296382
2987,1270393
12479,1288901
3428,1276372
12493,1288915
16238,1295836
12744,1289128
16127,1295695
10202,1286690
14998,1294357
3043,1271650
15273,1294633
3614,1277502
12971,1289394
14379,1293758
16335,1295968
3282,1275099
16194,1295778
3189,1274530
15052,1294405
22590,1297857
13279,1289810
14650,1294013
3481,1275101
9510,1285139
22589,1297856
9146,1284941
13866,1290973
13306,1290023
3191,1274532
24277,1298897
16436,1293397
17674,1296471
15126,1294475
14647,1294011
7233,1283456
15158,1294509
12611,1288995
13816,1290907
2989,1270395
14429,1293816
14419,1293807
16110,1295679
16123,1295691
13119,1289618
14428,1293814
3307,1275318
16337,1295969
14410,1293796
14714,1294092
13210,1289714
23117,1298234
12809,1289198
14394,1293779
15123,1294471
13647,1290685
12913,1289271
3660,1278113
14684,1294047
13645,1290678
15003,1294363
13125,1289632
15159,1294510
13357,1290131
3330,1275554
14426,1293812
14767,1294139
15117,1294467
3602,1277351
15002,1294360
3309,1275320
3656,1277887
3299,1275241
14346,1293731
8849,1284743
14395,1293778
13126,1289633
14344,1293730
14414,1293800
21139,1297185
3321,1275496
12783,1289170
12910,1289266
13127,1289634
12743,1289126
13356,1290130
3477,1276729
